fips,PST045213,PST040210,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010213,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010212,BZA110212,BZA115212,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
48113,2480331,2367636,4.8,2368139,7.8,27.1,9.5,50.6,68.3,23.1,1.1,5.7,0.1,1.7,39.0,31.7,82.5,23.1,40.6,77.4,28.6,106414,26.0,961189,52.5,38.9,128300,858332,2.77,26816,49481,19.1,61662,1290410,4.1,207967,228604,13.6,0.8,6.9,0.0,15.3,28.1,39047030,58165146,33177208,13929,5705137,11925,871.28,2718.0
48115,13810,13833,-0.2,13833,6.9,24.2,14.3,43.0,89.7,7.1,1.2,0.7,0.1,1.3,54.9,37.4,84.5,8.3,36.1,68.5,9.4,489,14.0,5190,73.6,4.7,55700,4414,2.63,17677,39714,21.9,281,2701,2.9,670,887,0.0,0.0,0.0,0.0,0.0,0.0,0,91324,148370,10747,12466,6,900.31,15.4
48117,19177,19372,-1.0,19372,9.3,31.9,11.7,50.5,94.7,1.9,1.7,0.5,0.1,1.0,69.9,27.7,87.2,16.7,51.6,69.5,15.6,690,15.1,7035,65.3,13.3,80200,6191,3.07,17532,41444,18.9,398,5507,0.7,1138,1740,0.0,0.0,0.0,0.0,0.0,22.1,470796,0,224228,12227,17267,3,1496.87,12.9
48119,5238,5231,0.1,5231,5.5,22.1,21.8,50.5,87.2,7.5,1.8,0.8,0.0,2.8,6.9,81.3,85.4,1.0,1.9,85.4,16.2,548,27.7,2453,83.0,3.8,71600,1929,2.67,20150,40375,17.9,60,502,-18.5,346,384,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26426,4920,0,4,256.83,20.4
48121,728799,662604,10.0,662614,6.8,26.5,8.3,50.7,79.9,9.4,0.9,7.3,0.1,2.4,18.9,62.5,80.7,14.2,22.0,91.8,40.5,39891,27.4,272418,65.5,26.3,184100,243394,2.78,33855,74155,8.7,12042,179848,7.9,56886,58767,5.3,0.6,6.2,0.0,8.6,30.1,4008259,12358953,7668326,12465,797850,3475,878.43,754.3
48123,20503,20097,2.0,20097,6.2,22.1,18.9,48.0,87.8,9.6,0.9,0.4,0.0,1.3,33.8,56.1,85.3,2.6,18.0,76.8,12.4,1742,24.4,9125,78.0,6.0,80700,6948,2.66,23720,46454,13.5,443,5098,10.3,1554,1509,0.0,0.0,0.0,0.0,0.0,26.5,110375,30453,159887,8108,14886,4,908.98,22.1
48125,2291,2444,-6.3,2444,5.9,19.6,20.3,42.9,89.3,5.7,2.3,1.0,0.1,1.7,29.6,63.2,75.7,3.5,14.4,77.4,13.5,220,15.9,1276,76.8,2.5,48400,913,2.28,20578,38401,18.8,42,247,13.8,160,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11311,4577,914,0,901.72,2.7
48127,10897,9996,9.0,9996,8.0,30.1,14.2,51.0,96.3,1.7,0.8,0.6,0.0,0.7,85.4,12.6,90.5,6.6,70.8,61.6,9.2,433,15.5,4328,69.8,7.6,49900,3542,2.86,17516,36681,26.5,232,4606,42.6,738,1017,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74775,7658,8259,5,1328.88,7.5
48129,3522,3677,-4.2,3677,5.4,19.3,21.7,50.9,92.8,4.7,0.7,0.4,0.1,1.4,10.5,82.6,83.7,2.2,8.6,85.9,16.7,292,20.4,2122,76.7,7.1,61100,1280,2.60,21904,42411,16.7,89,478,1.5,251,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29218,7637,3717,0,926.89,4.0
48131,11640,11782,-1.2,11782,7.4,26.1,17.1,48.1,97.0,1.4,0.7,0.3,0.1,0.4,88.5,10.0,81.3,3.4,65.7,66.0,6.8,650,22.9,5499,72.5,4.5,52700,3901,2.84,20181,34131,19.7,162,2219,5.2,807,1015,0.0,0.0,0.0,0.0,60.6,21.8,0,17461,49609,4084,3745,0,1793.48,6.6
48133,18245,18583,-1.8,18583,5.7,21.9,20.9,50.9,94.9,2.3,1.2,0.5,0.1,1.1,15.8,80.0,87.8,4.0,10.7,82.0,16.0,1657,21.2,10202,75.1,7.7,61200,6872,2.55,21125,34914,19.0,467,4926,-6.5,1431,1747,0.0,0.0,0.0,0.0,0.0,23.4,135464,180763,259667,14170,17694,0,926.49,20.1
48135,149378,137132,8.9,137130,8.9,29.6,9.7,49.8,91.3,4.8,1.4,1.0,0.2,1.3,56.4,37.3,81.6,13.7,43.4,72.9,13.5,7071,20.4,55041,65.7,19.9,91200,49962,2.80,24247,51466,15.9,3502,57488,8.4,10478,11745,2.0,1.6,1.6,0.0,30.5,26.3,2049699,2004269,2090614,16222,228555,1009,897.69,152.8
48137,1884,2002,-5.9,2002,5.8,21.2,24.5,50.1,95.8,0.8,2.1,0.7,0.0,0.5,54.6,43.7,86.2,12.7,49.8,68.9,24.2,156,22.9,1600,91.6,0.5,70500,838,2.45,22015,43839,18.4,38,161,-19.9,199,435,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11690,6063,0,0,2117.86,0.9
48139,155976,149610,4.3,149610,6.6,27.5,11.5,50.6,87.4,9.4,0.8,0.7,0.1,1.6,24.6,64.2,85.0,7.8,18.9,83.6,20.7,9986,29.0,55993,74.6,11.3,137500,51016,2.95,25662,61952,11.9,2569,34461,5.5,12222,14160,0.0,0.0,0.0,0.0,10.3,26.6,4080603,279168,1323106,9265,126593,735,935.49,159.9
48141,827718,800647,3.4,800647,8.2,28.9,10.9,51.0,92.2,4.0,1.0,1.3,0.2,1.3,81.1,13.5,84.6,26.0,73.0,74.0,20.7,49258,23.2,282122,61.7,23.4,111800,255573,3.13,18379,40157,23.3,13745,219858,4.6,54434,63143,2.2,1.1,2.0,0.0,61.4,27.1,14423498,5002538,8460929,11625,1031298,4355,1012.69,790.6
48143,39658,37890,4.7,37890,6.1,21.3,13.5,50.7,94.8,1.6,1.4,0.8,0.1,1.4,20.2,76.0,80.5,8.5,18.0,82.0,24.3,2299,18.2,17017,59.9,14.5,111100,14383,2.57,21670,39586,22.3,927,11727,-2.5,2891,3925,0.0,0.0,0.0,0.0,0.0,0.0,849331,0,445038,12543,55362,54,1083.07,35.0
48145,17493,17866,-2.1,17866,6.1,21.0,16.6,52.5,71.7,25.2,0.9,0.5,0.1,1.6,22.2,51.7,91.0,5.7,17.0,74.4,10.7,1359,27.0,7686,72.0,10.0,60800,5600,2.84,16486,32908,20.9,220,1641,-12.4,883,1121,0.0,0.0,0.0,0.0,0.0,0.0,0,53128,71633,4249,0,6,765.48,23.3
48147,33659,33915,-0.8,33915,5.4,21.2,18.2,47.0,89.0,7.0,1.2,0.6,0.1,2.1,10.1,79.7,82.0,4.5,8.0,82.4,15.0,3299,28.2,14134,74.6,8.8,92600,11814,2.63,20337,44355,17.2,458,4746,2.2,2292,2254,0.0,0.0,0.0,0.0,0.0,0.0,135858,0,297301,9044,18458,17,890.84,38.1
48149,24821,24556,1.1,24554,5.3,21.4,23.3,50.9,90.6,6.8,1.2,0.4,0.1,1.0,19.6,72.7,92.1,7.9,18.1,80.2,16.8,2071,23.0,13800,76.4,5.6,130300,9999,2.41,27032,48015,11.6,740,6837,2.9,2437,3232,0.0,0.0,0.0,0.0,0.0,19.6,277817,158741,262010,11611,31977,4,950.01,25.8
48151,3856,3974,-3.0,3974,4.6,20.4,23.2,50.4,93.1,3.8,1.0,0.3,0.0,1.7,27.5,67.6,90.6,2.1,17.8,80.8,15.2,293,20.9,2198,71.1,6.2,62200,1518,2.54,22709,42125,17.1,69,514,1.0,235,379,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12001,3040,0,0,898.94,4.4
48153,6230,6446,-3.4,6446,7.5,27.5,18.1,50.3,93.9,3.9,1.3,0.3,0.0,0.6,55.7,40.3,89.1,5.6,36.8,74.6,17.1,312,18.1,2989,69.3,3.5,61200,2457,2.55,21655,42279,20.3,156,977,1.1,339,619,0.0,0.0,0.0,0.0,0.0,13.9,0,65577,40010,6026,1805,7,992.14,6.5
48155,1277,1336,-4.4,1336,5.2,20.6,25.2,52.4,92.9,4.9,0.4,0.7,0.0,1.1,17.4,76.0,92.8,1.5,4.8,78.0,21.8,93,12.7,786,69.5,6.2,37500,491,2.23,20202,33750,15.4,27,150,-11.8,114,154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7042,5037,0,0,704.40,1.9
48157,652365,584686,11.6,585375,6.9,28.3,8.9,50.8,57.7,21.2,0.6,18.4,0.1,2.0,24.0,35.6,89.2,25.9,37.9,88.5,41.4,26189,30.6,214493,78.7,10.3,183600,191406,3.15,34084,85297,8.4,10259,128963,8.0,55081,50412,16.5,0.0,16.5,0.0,15.9,32.0,4986616,6615255,5306163,10440,583427,6724,861.48,679.5
48159,10660,10605,0.5,10605,6.1,24.5,20.0,50.8,92.1,4.5,1.1,0.7,0.0,1.5,13.4,79.8,89.1,6.9,13.0,83.5,20.3,995,22.4,5755,77.0,4.9,92800,4304,2.43,28189,45523,14.4,175,5626,-6.9,767,977,0.0,0.0,0.0,0.0,0.0,0.0,0,4826,87874,7968,6490,0,284.39,37.3
48161,19646,19814,-0.8,19816,6.0,22.9,17.8,47.9,79.5,16.8,1.4,0.8,0.0,1.6,14.6,67.2,85.1,7.2,12.1,78.8,11.7,1756,24.3,9226,79.4,4.2,76900,7251,2.51,22876,44502,15.6,365,3854,1.8,1223,1590,0.0,0.0,0.0,0.0,0.0,0.0,0,41614,254298,13512,22549,10,877.74,22.6
48163,18065,17217,4.9,17217,7.0,24.1,11.4,41.5,92.1,3.9,0.8,2.3,0.0,0.8,78.0,16.1,84.2,9.7,60.5,63.9,6.5,935,17.4,5851,65.8,9.4,62900,4805,3.09,15863,35849,24.0,300,4918,39.7,957,1214,0.0,0.0,0.0,0.0,53.8,31.7,0,31535,107560,6679,7439,31,1133.50,15.2
48165,18921,17526,8.0,17526,10.0,35.0,9.6,49.2,95.1,2.1,1.0,0.5,0.0,1.3,38.7,58.3,85.2,19.2,49.0,59.3,11.9,472,16.7,6299,76.9,5.2,93000,5437,3.29,21572,52910,16.8,374,3534,3.3,1529,1564,0.0,0.0,0.0,0.0,0.0,18.3,0,169294,82554,5575,9535,19,1502.38,11.7
48167,306782,291307,5.3,291309,6.5,24.8,12.4,50.5,80.2,13.7,0.8,3.3,0.1,1.9,23.5,58.3,82.5,9.7,19.3,87.1,28.5,21663,26.7,137392,68.7,21.5,148600,110032,2.65,30926,61877,13.3,5299,79356,0.7,21111,22869,7.6,0.0,5.9,0.0,10.3,30.0,23480817,1761558,2750294,9700,590991,1967,378.36,769.9
48169,6317,6461,-2.2,6461,5.1,18.5,11.7,36.1,91.0,7.3,0.7,0.2,0.1,0.7,48.3,44.2,73.5,39.5,51.5,62.3,9.5,268,15.0,2219,75.9,7.1,72000,1588,2.54,16175,47540,15.5,124,1293,5.9,356,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9988,34963,7370,6171,1,893.41,7.2
48171,25357,24837,2.1,24837,4.9,19.6,28.0,51.8,96.8,0.6,1.2,0.5,0.1,0.8,21.3,76.9,86.4,7.8,21.5,86.5,29.2,2666,19.2,12814,74.7,8.4,216600,10655,2.30,30117,53668,12.0,904,8055,4.1,3342,4379,0.0,0.0,0.0,0.0,0.0,28.7,88259,100425,311100,13247,52219,34,1058.21,23.5
48173,1251,1226,2.0,1226,6.6,26.5,14.0,46.7,96.8,1.8,0.7,0.1,0.2,0.5,32.5,64.9,93.0,14.0,27.0,77.9,18.8,39,22.0,580,69.2,0.7,119100,409,2.84,31135,69107,4.2,20,184,0.0,122,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,900.22,1.4
48175,7465,7210,3.5,7210,4.6,21.5,20.3,49.5,92.1,5.5,0.9,0.4,0.0,1.2,35.4,58.4,87.9,2.1,20.1,85.7,14.2,704,29.4,3687,81.1,4.1,111600,3028,2.35,30031,50923,14.7,123,976,22.9,554,548,0.0,0.0,0.0,0.0,0.0,29.2,0,0,37331,5332,3895,0,852.01,8.5
48177,20312,19807,2.5,19807,7.3,26.9,15.8,49.5,89.1,7.7,1.6,0.5,0.1,1.0,49.1,43.2,87.9,13.2,38.8,69.3,14.5,1083,21.4,8725,69.5,7.8,77500,6638,2.95,20288,39248,21.9,403,4831,1.9,1221,1554,0.0,0.0,0.0,0.0,0.0,27.1,444676,90249,179237,9252,17385,1,1066.69,18.6
48179,23043,22535,2.3,22535,7.2,25.3,15.4,47.6,90.7,5.3,1.3,0.6,0.0,2.0,26.3,66.1,82.4,7.3,19.1,80.2,13.5,1467,19.5,10082,74.4,7.9,68000,8388,2.50,21738,43504,14.6,638,7170,11.0,1382,1689,0.0,0.0,0.0,0.0,0.0,0.0,683688,0,0,0,0,2,925.97,24.3
48181,122353,120877,1.2,120877,6.2,23.9,16.7,51.2,88.5,6.1,1.8,1.1,0.1,2.4,12.2,77.3,81.4,5.7,9.5,86.3,19.6,9787,24.8,53866,67.4,15.5,104500,46559,2.55,24003,46429,15.7,2511,38593,0.3,8999,12376,1.7,1.6,1.4,0.0,0.0,28.1,2542832,651716,1594749,13493,167728,76,932.80,129.6
48183,123024,121724,1.1,121730,7.6,25.7,13.9,51.0,75.5,20.3,0.9,1.3,0.1,1.8,17.5,59.6,80.2,9.1,15.9,82.5,19.9,8642,20.2,50602,62.4,22.6,121300,45292,2.61,24064,45525,17.6,4070,66905,3.4,9183,13320,8.8,0.7,0.0,0.0,3.9,25.3,4233987,1401503,2405150,20568,246699,654,273.30,445.4
48185,26859,26569,1.1,26604,5.4,22.0,15.6,45.5,80.7,16.5,0.8,0.5,0.1,1.4,22.6,59.5,85.0,8.5,17.4,78.5,11.1,2462,33.8,10888,76.3,5.1,92900,8848,2.65,20307,43994,19.1,393,6125,17.6,1908,1896,0.0,0.0,0.0,0.0,0.0,0.0,892610,142455,157336,6110,12524,25,787.46,33.8
48187,143183,131537,8.9,131533,6.5,26.6,12.7,50.7,87.1,7.7,1.0,1.7,0.2,2.4,36.6,52.8,87.0,6.9,24.1,86.0,24.6,15646,25.4,52774,77.8,7.2,156000,46409,2.89,26184,61958,9.7,1838,26291,2.5,8539,9803,0.0,0.0,0.0,0.0,21.6,29.5,2154106,822106,1026147,9115,116490,730,711.30,184.9
48189,35764,36273,-1.4,36273,8.2,28.3,12.5,48.1,90.7,5.9,1.6,0.5,0.1,1.2,58.0,35.5,78.4,9.5,37.5,70.2,13.2,1884,14.8,13471,63.9,11.1,70800,11624,2.84,18004,41191,22.3,719,11098,-1.6,1981,2497,0.0,0.0,0.0,0.0,26.5,14.3,0,0,325074,9120,40263,8,1004.68,36.1
48191,3239,3353,-3.4,3353,5.7,25.2,23.0,50.8,89.3,7.8,1.2,0.4,0.1,1.2,34.6,56.9,89.0,12.4,21.6,71.8,14.1,231,15.7,1927,67.4,5.5,42700,1177,2.76,19004,33006,23.8,76,476,-10.0,182,119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23247,6817,1845,0,883.49,3.8
48193,8310,8517,-2.4,8517,5.5,21.3,25.6,50.6,95.8,0.9,1.7,0.5,0.0,0.9,11.2,86.3,84.6,3.0,7.6,81.7,17.8,710,21.5,4544,73.4,6.7,91500,3029,2.68,23067,40655,12.6,215,2090,3.4,761,1074,0.0,0.0,0.0,0.0,0.0,0.0,0,44784,78583,9734,6045,2,835.91,10.2
48195,5555,5613,-1.0,5613,7.1,29.3,14.1,49.1,96.0,0.9,1.8,0.4,0.0,0.9,45.5,52.7,84.9,16.4,35.1,76.4,21.8,268,16.8,2326,76.7,5.8,72900,1983,2.77,23969,49150,17.0,151,1207,0.8,519,0,0.0,0.0,0.0,0.0,0.0,0.0,0,89259,60072,11548,3102,7,919.81,6.1
48197,4016,4139,-3.0,4139,6.3,23.6,19.7,48.9,90.0,6.3,1.0,0.4,0.0,2.3,21.5,70.2,83.3,3.6,11.3,80.2,18.6,318,15.1,2395,69.6,9.6,46800,1745,2.32,19829,36377,26.6,87,740,-8.1,283,228,0.0,0.0,0.0,0.0,0.0,0.0,0,18629,22226,5387,3359,0,695.11,6.0
48199,55417,54635,1.4,54635,6.4,25.1,14.7,50.6,91.8,5.8,0.5,0.7,0.0,1.1,5.2,87.1,88.1,1.5,3.6,86.3,15.6,4159,27.8,23113,78.5,5.9,100400,20633,2.64,25559,53013,10.9,797,9114,7.0,3668,3909,0.0,0.0,0.0,0.0,0.0,0.0,0,35903,612350,11835,37231,94,890.57,61.3
48201,4336853,4093165,6.0,4092459,7.9,27.4,9.0,50.1,70.7,19.5,1.1,6.8,0.1,1.7,41.6,31.9,82.1,25.0,42.5,78.7,28.4,181514,27.4,1651305,56.5,35.8,131400,1434694,2.89,27899,53137,18.5,93718,1882521,5.7,362606,370841,12.7,0.9,9.9,0.1,23.0,29.2,169275136,205478751,51899053,13276,7874724,27154,1703.48,2402.4
48203,66886,65632,1.9,65631,6.7,25.3,14.5,51.1,74.1,22.4,1.3,0.7,0.1,1.5,12.1,63.7,85.5,5.3,9.9,84.6,17.8,4799,22.4,27798,73.3,7.4,108700,23415,2.76,23236,45675,16.0,1318,21175,9.8,4479,6190,8.7,0.0,1.2,0.0,0.0,27.1,1564301,303576,603936,9541,64027,42,899.95,72.9
48205,6100,6062,0.6,6062,5.2,20.8,14.3,38.5,90.3,7.5,0.7,0.7,0.0,0.8,24.9,66.1,81.7,8.6,18.4,80.9,20.6,472,12.8,1976,66.1,9.2,143700,1748,2.61,24566,65750,8.6,112,1136,12.7,322,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41885,34066,6549,1034,0,1462.03,4.1
48207,5875,5899,-0.4,5899,5.2,20.1,21.6,47.4,92.2,4.5,0.9,0.6,0.0,1.9,25.0,68.8,80.2,10.1,18.9,74.3,12.2,356,15.1,3429,74.0,5.3,45200,2425,2.17,22223,36857,18.9,142,1108,8.7,436,478,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59213,11504,4662,2,903.13,6.5
48209,176026,157112,12.0,157107,6.3,24.0,9.6,50.2,91.2,4.0,1.2,1.4,0.2,2.0,36.7,56.8,78.3,7.3,23.0,89.3,36.7,10834,29.3,67315,66.8,22.3,175600,56459,2.77,26873,58651,17.0,3449,43192,6.4,13213,14240,1.8,1.1,0.9,0.0,18.1,26.2,1081843,451199,1954688,13765,235341,3327,677.98,231.7
48211,4158,3807,9.2,3807,8.6,31.0,12.3,49.4,96.4,0.7,1.2,0.9,0.1,0.7,31.6,65.8,90.0,11.9,23.3,79.3,19.6,213,17.2,1677,74.7,5.1,97800,1440,2.71,29544,56379,11.7,173,1665,11.7,387,480,0.0,0.0,0.0,0.0,0.0,0.0,0,63474,39206,11855,4078,65,906.29,4.2
48213,78675,78536,0.2,78532,5.6,22.3,20.5,51.1,90.3,6.6,0.8,0.6,0.1,1.6,11.8,79.4,84.6,5.8,8.8,80.7,14.4,7497,29.2,39571,74.8,6.6,87800,29732,2.60,21995,40900,18.9,1279,12719,-2.7,6067,6660,0.0,0.0,0.0,0.0,0.0,0.0,201948,0,657384,8341,63108,158,873.75,89.9
48215,815996,774769,5.3,774769,9.7,34.0,10.0,51.0,97.1,0.8,0.5,1.1,0.0,0.4,91.0,7.3,87.2,29.3,84.9,61.8,15.9,23155,21.6,256745,68.4,16.3,78100,217691,3.60,14222,34146,34.8,11511,175195,3.2,66203,65497,0.0,1.1,1.8,0.0,68.8,30.6,1503200,4301122,7898809,11254,757984,3492,1570.87,493.2
48217,34823,35089,-0.8,35089,6.2,24.0,19.6,51.0,90.1,7.0,0.8,0.5,0.1,1.6,19.4,72.0,86.1,7.5,15.9,78.7,14.8,2994,29.5,16037,72.1,6.6,83400,13395,2.54,21182,40769,17.0,645,6678,-1.4,2279,2855,0.0,0.0,0.0,0.0,7.1,26.3,153569,41616,400271,11364,44297,2,958.86,36.6
48219,23530,22935,2.6,22935,7.4,26.7,13.5,50.6,92.7,4.1,1.4,0.4,0.0,1.2,46.2,48.7,80.0,7.4,31.4,77.3,17.4,1163,19.5,9241,69.7,8.5,79300,7973,2.81,21984,50565,15.7,506,6787,14.0,1341,1930,0.0,0.0,0.0,0.0,0.0,22.0,0,0,201686,9075,19778,8,908.39,25.2
48221,52905,51182,3.4,51182,5.2,20.7,23.6,50.7,96.3,0.8,1.0,0.7,0.1,1.2,11.2,85.8,85.1,5.4,9.7,87.1,24.1,6011,32.7,25164,77.4,8.1,150900,20758,2.46,30046,55754,12.1,1214,12226,0.9,5013,5655,0.0,0.0,0.0,0.0,0.0,29.7,0,95542,730014,14785,61900,128,420.64,121.7
48223,35565,35161,1.1,35161,6.9,25.4,16.8,50.6,89.1,7.4,1.0,0.6,0.1,1.9,16.1,74.4,85.5,8.3,15.2,80.2,15.7,2731,21.0,15139,72.5,9.7,94000,13303,2.60,21606,43657,19.3,749,10156,5.7,2637,3182,0.0,0.0,0.0,0.0,0.0,20.9,923111,0,447708,13159,29169,169,767.17,45.8
48225,22911,23732,-3.5,23732,5.1,19.2,20.6,46.8,71.5,26.1,0.6,0.6,0.0,1.1,10.9,61.7,86.5,4.0,8.9,80.6,14.8,2109,24.9,11477,71.2,7.5,74300,7889,2.64,19090,33119,19.7,357,3611,2.2,1357,1597,0.0,0.0,0.0,0.0,0.0,23.5,265384,39066,159279,7027,18698,5,1230.91,19.3
48227,36147,35012,3.2,35012,6.0,21.8,12.6,43.4,88.7,7.0,1.5,1.1,0.1,1.6,39.4,52.0,79.2,10.6,28.4,74.1,12.1,2843,16.2,13046,67.8,13.2,65900,11010,2.69,19965,45612,15.3,693,9090,-5.2,1634,2148,0.0,0.0,0.0,0.0,9.0,25.2,2449585,88463,341223,10608,42548,15,900.79,38.9
48229,3318,3476,-4.5,3476,6.6,26.0,16.0,50.0,95.0,1.6,1.4,0.8,0.0,1.1,77.9,19.7,87.9,33.4,78.9,54.0,10.1,184,25.3,1515,82.3,3.1,41400,1096,2.92,14142,22545,44.1,33,253,-10.0,244,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12480,3898,1994,0,4570.98,0.8
48231,87048,86129,1.1,86129,6.3,24.2,15.2,50.7,87.1,8.4,1.2,1.2,0.2,1.9,14.6,73.9,81.6,6.6,13.2,81.8,16.6,8001,28.8,36617,69.8,16.0,93500,30756,2.73,22341,44858,19.9,1370,21307,-0.1,6101,6300,2.8,0.0,0.0,0.0,0.0,30.3,3134435,263413,931267,11302,0,26,840.32,102.5
48233,21819,22150,-1.5,22150,7.3,26.5,14.6,50.2,92.3,2.8,2.0,0.5,0.1,2.3,22.0,71.9,87.7,6.2,15.6,83.4,13.5,1901,19.7,10548,78.0,9.5,63300,8374,2.59,23383,44731,15.8,492,6619,3.9,1166,1524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,210806,9707,21100,0,887.42,25.0
48235,1612,1599,0.8,1599,6.1,22.4,18.3,48.9,95.5,1.9,0.5,0.3,0.0,1.8,26.9,69.4,86.5,1.9,15.2,82.5,13.0,187,22.8,851,75.4,0.0,76100,654,2.45,28055,50357,8.7,52,429,20.5,212,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1051.56,1.5
48237,8957,9044,-1.0,9044,6.0,21.6,16.1,44.2,93.3,4.2,1.0,0.5,0.1,0.9,15.8,78.5,78.5,5.0,11.9,81.6,10.7,755,27.7,4084,77.4,5.0,76700,2972,2.62,24325,49038,16.7,218,2583,9.6,751,1370,0.0,0.0,0.0,0.0,0.0,0.0,0,112265,34121,3926,6468,10,910.66,9.9
48239,14591,14075,3.7,14075,7.0,26.2,16.7,50.3,89.7,7.5,0.8,0.6,0.0,1.4,31.0,60.4,88.6,6.2,20.9,80.6,17.9,941,23.7,6554,77.7,8.2,84400,5212,2.69,23418,49528,12.7,287,4167,7.6,1003,1310,0.0,0.0,0.0,0.0,0.0,0.0,0,66985,133487,9533,9870,10,829.44,17.0
48241,35649,35710,-0.2,35710,6.7,24.4,17.8,50.7,80.7,16.5,0.7,0.7,0.1,1.4,6.4,75.0,88.3,3.3,7.0,83.3,11.2,3311,27.9,16744,78.4,6.8,82200,13095,2.66,20254,40417,17.8,623,8700,5.9,2556,3387,11.4,0.0,0.0,0.0,3.2,29.4,725620,123310,371047,10809,32582,5,938.85,38.0
48243,2253,2342,-3.8,2342,2.8,14.3,28.5,49.4,95.2,1.6,0.8,0.4,0.0,1.9,34.5,62.2,90.4,15.4,44.8,81.1,35.3,259,20.5,1607,74.7,2.3,104300,989,2.27,26958,49056,7.4,58,372,11.7,251,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7132,3227,7053,0,2264.56,1.0
48245,252358,252273,0.0,252273,6.8,23.7,13.2,48.9,59.3,34.4,1.0,3.8,0.1,1.5,18.5,42.9,84.0,10.7,20.0,82.4,17.8,17635,19.0,106795,64.1,22.2,96200,92634,2.55,23236,42568,21.0,5686,103886,3.8,15096,17642,19.8,0.4,6.7,0.0,6.6,28.8,0,2852515,3973125,16453,387509,995,876.30,287.9
48247,5245,5300,-1.0,5300,8.9,29.5,16.0,50.2,97.7,0.6,0.5,0.6,0.0,0.7,92.1,6.3,86.8,11.7,81.9,66.1,10.9,304,27.9,2434,76.7,8.5,50700,1805,2.90,19212,36121,14.0,93,1385,2.7,402,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61626,12577,3600,0,1136.14,4.7
48249,41680,40839,2.1,40838,7.9,28.5,13.8,50.6,96.7,0.9,1.0,0.6,0.1,0.7,79.3,19.2,86.1,4.5,50.2,70.5,11.1,2183,24.2,16118,72.7,9.0,69000,13728,2.96,20452,40585,21.7,949,16631,12.7,2961,3523,0.0,0.0,0.0,0.0,0.0,23.0,0,193387,462397,11263,46050,35,864.97,47.2
48251,154707,150934,2.5,150934,6.6,26.5,12.9,50.0,93.0,3.1,1.0,0.8,0.5,1.7,19.4,74.8,86.0,7.0,14.9,83.1,16.7,10784,29.9,58101,75.4,9.2,113900,52044,2.87,24816,57535,12.0,2606,34590,5.0,11349,13199,3.0,0.6,0.0,0.0,6.9,23.4,1441386,536239,1269633,8490,126352,934,724.69,208.3
48253,19859,20202,-1.7,20202,4.7,18.0,14.3,37.8,83.7,13.0,1.2,0.7,0.0,1.4,26.3,60.2,77.9,3.7,19.3,72.4,8.9,1808,23.4,7371,80.2,3.6,61500,5641,2.33,14827,41297,18.5,282,2557,4.9,1187,1607,0.0,0.0,0.0,0.0,0.0,17.6,0,378967,163334,8527,4601,0,928.55,21.8
48255,15081,14824,1.7,14824,5.6,20.6,14.2,41.1,88.4,9.3,1.2,0.3,0.0,0.7,51.2,39.1,83.0,5.7,34.7,70.8,11.2,1196,21.7,5706,72.3,9.5,75000,4497,2.54,19899,42862,23.3,290,3083,18.5,959,1150,0.0,0.0,0.0,0.0,0.0,0.0,0,40670,101827,6766,8635,61,747.56,19.8
48257,108568,103346,5.1,103350,7.0,27.9,11.5,50.9,85.5,10.7,1.0,1.1,0.1,1.8,18.8,68.0,83.7,7.3,15.5,82.5,17.6,6981,31.8,38665,77.8,7.3,129500,34922,2.97,24954,61194,13.3,1673,21029,7.3,8862,10231,0.0,0.9,0.0,0.0,0.0,27.2,1172591,443125,943809,9770,93663,216,780.70,132.4
